
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.344607 seconds (23.7 MB/s)
csr_from_coo: 0.038152 seconds, 110971 rows, 110971 columns, 1483868 nonzeros, 5 to 26 nonzeros per row, 1 threads, 110971 to 110971 rows per thread, 1483868 to 1483868 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (11 L2 ways, 1 L1 ways)
gemv (warmup): 0.009234 seconds (0.080 Gnz/s, 0.321 Gflop/s, 2.2 to 3.4 GB/s)
gemv (warmup): 0.009041 seconds (0.082 Gnz/s, 0.328 Gflop/s, 2.3 to 3.5 GB/s)
gemv (warmup): 0.009040 seconds (0.082 Gnz/s, 0.328 Gflop/s, 2.3 to 3.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.009097 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009058 seconds (0.082 Gnz/s, 0.328 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009075 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009103 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.2 to 3.5 GB/s)
gemv: 0.009058 seconds (0.082 Gnz/s, 0.328 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009038 seconds (0.082 Gnz/s, 0.328 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009067 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009079 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009075 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009092 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009075 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009086 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009094 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009087 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009079 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009098 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.2 to 3.5 GB/s)
gemv: 0.009095 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009097 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009087 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009087 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009094 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
gemv: 0.009116 seconds (0.081 Gnz/s, 0.326 Gflop/s, 2.2 to 3.5 GB/s)
gemv: 0.009118 seconds (0.081 Gnz/s, 0.325 Gflop/s, 2.2 to 3.4 GB/s)
gemv: 0.009118 seconds (0.081 Gnz/s, 0.325 Gflop/s, 2.2 to 3.4 GB/s)
gemv: 0.009091 seconds (0.082 Gnz/s, 0.326 Gflop/s, 2.3 to 3.5 GB/s)
